,file,unique_names
18,airport_inside---airport_inside_0106.xml,"floor, large window, person standing, person sitting, seats, person sitting occluded, wall"
19,airport_inside---airport_inside_0113.xml,"floor, person standing, handrail, wall, glass wall, person standin, people, person walking"
20,airport_inside---airport_inside_0120.xml,"floor, lying down, person walking, person sitting, seats, person sitting occluded, bag, glasses wall"
21,airport_inside---airport_inside_0123.xml,"gates, floor, ceiling, peson walking, conveyor belt, pane, wall, stand, sign, person walking"
22,airport_inside---airport_inside_0127.xml,"person  standing occluded, ceilling, suitcases, column, hand trolley, check-in-desk, person standing, lam, sign, floor, ceiling, railing, person standing occluded, text, conveyor belt, lamp, suitcase, wall, person occluded"
23,airport_inside---airport_inside_0134.xml,"floor, ceiling, person standing, wall, glass wall"
24,airport_inside---airport_inside_0141.xml,"text, ceiling, window, floor, windows, bench, person sitting, wall, glass wall"
25,airport_inside---airport_inside_0148.xml,"floor, ceiling, conveyor belt, person walking crop, doors, wall, suitcases, glass wall, bag, sign, people, person walking"
26,airport_inside---airport_inside_0155.xml,"floor, ceiling, telephone booth, windows, wall, person crop, sign, seats crop, column"
27,airport_inside---airport_inside_0162.xml,"ceiling, wall, glass wall, railing, column"
28,airport_inside---airport_inside_0169.xml,"text, ceiling, floor, boxs, personsitting, table, person standing, plant, chair, seats, plant pot, person standing crop, wall, picture, column, chairs"
29,airport_inside---airport_inside_0174.xml,"glass wall, floor, ceiling, person walking"
30,airport_inside---airport_inside_0175.xml,"floor, ceiling, trolley occluded, trolley, glass wall, person walking"
31,airport_inside---airport_inside_0176.xml,"floor, ceiling, doors, wall, sign, person walking"
32,airport_inside---airport_inside_0183.xml,"suitcase occluded, floor, text, suitcase crop, wall, person crop, bag, person walking"
33,airport_inside---airport_inside_0190.xml,"glass ceiling, floor, bag occluded, wall, glass wall, bag, person walking"
34,airport_inside---airport_inside_0197.xml,"floor, water battle, suitcase, wall, sign, sign crop, staircase, bag, person occluded, bags, people, person walking"
35,airport_inside---airport_inside_0204.xml,"gates, glass ceiling, chek-in-desks, ceiling, floor, window, wall, footbridge, people, glass wall, column, person walking"
36,airport_inside---airport_inside_0211.xml,"gates, floor, ceiling, window, conveyor belt, plant, wall, picture, sign"
37,airport_inside---airport_inside_0218.xml,
38,airport_inside---airport_inside_0224.xml,"floor, trolley occluded, person standing, fence, handrail, trolley, wall, person occluded, people, person walking, check-in-desk"
39,airport_inside---airport_inside_0225.xml,"floor, ceiling, elevator, seats, wall, footbridge"
40,airport_inside---airport_inside_0232.xml,"ceiling, person standing, person sitting, suitcase, person walking"
41,airport_inside---airport_inside_0239.xml,"floor, armchair, table, tree, person standing, wall, glass wall"
42,airport_inside---airport_inside_0244.xml,"door occluded, floor, ceiling, trolley occluded, conveyor belt, person standing, lamp, wall, purse, suitcases, sign, person walking"
43,airport_inside---airport_inside_0246.xml,"gates, floor, ceiling, conveyor belt, suitcase, wall, person occluded, person walking"
44,airport_inside---airport_inside_0253.xml,"floor, ceiling, conveyor belt, wall, person occluded, sign"
45,airport_inside---airport_inside_0261.xml,"text, ceiling, floor, beach, person sitting, wall, glass wall, bag, sign"
46,airport_inside---airport_inside_0267.xml,"floor, ceiling, window, person sitting, seats, door, wall, barrier, gate number, seats crop"
47,airport_inside---airport_inside_0274.xml,"person walking occluded, text, ceiling, floor, person standing, suitcase, door, wall, glass wall, bag, sign, person walking, person standing occluded"
48,airport_inside---airport_inside_0281.xml,"gates, floor, ceiling, column occluded, check-in-desks, suitcase crop, person standing, suitcase, wall, footbridge, person standing occluded, suitcases, hand trolley"
49,airport_inside---airport_inside_0288.xml,"gates, floor, ceiling, screen, chair, suitcase, wall, stand, sign, column, person walking"
50,airport_inside---airport_inside_0294.xml,"person walking occluded, floor, ceiling, shops, conveyor belt, bench occluded, person standing, noticeboard, wall, baby carriage, person occluded, sign, people, person walking"
51,airport_inside---airport_inside_0295.xml,"floor, person standing, wall, person standing occluded"
52,airport_inside---airport_inside_0302.xml,"Backpack, coat, ceiling, gate, elevator, wall, person crop, personocclude, person occluded, sign, people, person walking crop"
53,airport_inside---airport_inside_0303.xml,"ceiling, gate, conveyor belt, wall, glass wall"
54,airport_inside---airport_inside_0309.xml,"floor, ceiling, gate, person sitting, seat crop, light, seats, backpack, person sitting occluded, wall, person occluded, sign"
55,airport_inside---airport_inside_0316.xml,"gates, , floor, ceiling, screen, bulletin board, wall, sign"
56,airport_inside---airport_inside_0323.xml,"text, ceiling, floor, check-in-desck, screen, person standing, suitcase, wall, person crop, person occluded, sign"
57,airport_inside---airport_inside_0330.xml,"window, ceiling, wall, skeleton"
58,airport_inside---airport_inside_0337.xml,"floor, ceiling, gate, shop, screen, seats, wall, glass wall, column"
59,airport_inside---airport_inside_0344.xml,"gates, floor, ceiling, conveyor belt, wall, person walking"
60,airport_inside---airport_inside_0362.xml,"floor, ceiling, person standing, lamps, car crop, wall, person crop"
61,airport_inside---airport_inside_0371.xml,"floor, ceiling, conveyor belt, lamp, wall, sign"
62,airport_inside---airport_inside_0409.xml,"floor, ceiling, gate, lamp, wall, sign"
63,airport_inside---airport_inside_0449.xml,"floor, ceiling, handrail, wall, glass wall"
64,airport_inside---airport_inside_0453.xml,"gates, floor, ceiling, person standing, lamp, wall, seat, staircase, sign, column, person walking"
65,airport_inside---airport_inside_0535.xml,"floor, ceiling, sculpture, escalator, window, lamp, plant, plant pot, wall, airplane, decoration, sign, column"
66,artstudio---artistic_studio_05_19_altavista.xml,"floor, drawing occluded, easel, drawing, board, person standing, clock, person sitting occluded, window occluded, wall, person standing occluded, person crop, person occluded, easel occluded"
67,artstudio---artistic_studio_08_13_altavista.xml,"floor, window, swivel chair, person sitting occluded, painting, dog, furniture occluded, wall, auxiliary table, easel occluded"
68,artstudio---artist_studio_01_05_altavista.xml,"pictures, floor, window, frames, picture occluded, wall, picture, shelves occluded, easel occluded"
69,artstudio---artist_studio_12_14_altavista.xml,"floor, paintbrushes, window, ceiling, table, flasks, chair, painting, wall, picture, auxiliary table, pot, photo, easel occluded"
70,artstudio---artist_studio_14_12_altavista.xml,"floor, easel, swivel chair, table occluded, person sitting, plant, vase, painting, bottle occluded, wall, table crop"
71,artstudio---artist_studio_17_05_altavista.xml,"drawers, floor, ceiling, window, table, swivel chair, furniture, lamp, chair, shelves, wall, roll, shelf, box"
72,artstudio---artist_studio_24_05_altavista.xml,"paint brushes, floor, palette, book, table, handrail, wall, picture, staircase, glass wall, pot, double door, box"
73,artstudio---artist_studio_28_09_altavista.xml,"floor, window, sculpture, picture, person crop, easel occluded"
74,artstudio---artist_studio_30_14_altavista.xml,"glass ceiling, floor, window, aesel crop, bench crop, drawing, wheel crop, window occluded, wall, person crop, beam"
75,artstudio---artist_studio_33_16_altavista.xml,"drawers, floor, ceiling, table, table occluded, picture occluded, furniture, lamp, chair occluded, shelves, table crop, picture, wall, picture crop, door occluded"
76,artstudio---artist_studio_36_05_altavista.xml,"floor, tin, shelves, trash can, picture, person crop, wall, pot"
77,artstudio---artist_studio_41_05_altavista.xml,"mirror, text, picture crop, CDS, music system, drawing, flask, paper, spray, lamp, stretcher, bottle, wall, loudspeaker, picture, chair occluded, desk, bucket"
78,artstudio---artist_studio_43_03_altavista.xml,"closet, floor, armchair, morror, swivel chair, wall, picture, auxiliary table"
79,artstudio---artist_studio_43_07_altavista.xml,"floor, person sitting, chair occluded, wall, picture, auxiliary table"
80,artstudio---artist_studio_49_04_altavista.xml,"floor, drawing, lamp, person sitting occluded, window occluded, wall, pencils, board occluded"
81,artstudio---artist_studio_49_10_altavista.xml,"curtain, ceiling, table, painting, scissors, wall, picture, person crop"
82,artstudio---artist_studio_49_17_altavista.xml,"jar, drawers, floor, window, palette, plant pot occluded, easel, paintbrush, bascket, plant, stool occluded, painting, wall, dog crop, person"
83,artstudio---artist_studio_50_19_altavista.xml,"floor, rug occluded, easel, board, windows, picture occluded, easel occluded, wall, shelves, picture, box occluded, person standing occluded"
84,artstudio---artist_work_place_07_07_altavista.xml,"paint box, picture occluded, painting, wall, furniture occluded, person crop, easel occluded"
85,artstudio---artist_work_place_24_16_altavista.xml,"floor, ceiling, window, easel, person standing, lamp, painting, wall, table crop, tin, paintbrushes"
86,artstudio---art_painting_studio_01_10_altavista.xml,"rug, floor, ceiling, easel, sofa occluded, armchair crop, chair, Lamp crop, wall, table crop, picture"
87,artstudio---art_painting_studio_01_13_altavista.xml,"ladder, floor, ceiling, radiator, chair, person standing crop, wall"
88,artstudio---art_painting_studio_01_15_altavista.xml,"floor, ceiling, sofa crop, picture occluded, armchair crop, paper cup, wall, picture, easel occluded"
89,artstudio---art_painting_studio_04_17_altavista.xml,"floor, easel, table, paintbrush, bucket occluded, potes, table crop, picture, person crop, palette crop, pot, wall, column"
90,artstudio---art_painting_studio_04_20_altavista.xml,"floor, stool, ceiling, easel crop, table, easel, lamp, stool occluded, wall, table crop, picture, person crop, auxiliary table, person occluded, plank, easel occluded"
91,artstudio---art_painting_studio_05_06_altavista.xml,"floor, ceiling, window, easel, board, paintbrush, paper, person sitting, lamp, platform, person sitting occluded, painting, wall, picture, pot, person occluded"
92,artstudio---art_painting_studio_10_11_altavista.xml,"can, easel occuded, paper, chair occluded, person sitting crop, window, paintbrush, auxiliary table, pot, floor, table, person sitting, picture, armchair occluded, picture crop, easel, painting, person sitting occluded, wall, person occluded"
93,artstudio---art_painting_studio_10_12_altavista.xml,"scaffolding, ceiling, sculpture, table, lamp, chair, picture, staircase, beam, easel occluded"
94,artstudio---art_painting_studio_10_15_altavista.xml,"floor, easel crop, table occluded, person sitting, walll, painting, bottle, wall, table crop, person crop, auxiliary table, person occluded, easel occluded"
95,artstudio---art_painting_studio_12_16_altavista.xml,"floor, palette, paintbrush, wall, picture, person crop, easel occluded"
96,artstudio---art_painting_studio_13_16_altavista.xml,"floor, palette, painting, wall, person crop"
97,artstudio---art_painting_studio_13_20_altavista.xml,"floor, easel, paintbrush, table occluded, chair, painting, bottle, person sitting occluded, wall, picture, person crop, pot, easel occluded"
98,artstudio---art_painting_studio_15_16_altavista.xml,"jar, floor, window, table, lamp, bottle, wall, paintbrushes, bucket"
99,artstudio---art_painting_studio_16_08_altavista.xml,", ceiling, paintbrush, oil, dish, bottle, wall, table crop, person crop, person occluded"
100,artstudio---art_painting_studio_21_17_altavista.xml,"floor, window, person sitting, painting, chair occluded, steps, wall, picture, easel occluded"
101,artstudio---art_painting_studio_23_01_altavista.xml,"jar, floor, lamp crop, table, paint brush, spray, person sitting occluded, chair occluded, wall, pot"
102,artstudio---art_painting_studio_24_02_altavista.xml,"window, paintbrush, board, table occluded, picture occluded, lamp, painting, pot occluded, wall, person sitting crop, paintbrushes, photo"
103,artstudio---art_painting_studio_25_03_altavista.xml,"floor, pot crop, easel, person  standing, picture occluded, painting, wall, table crop, palette crop, person standing occluded"
104,artstudio---art_painting_studio_25_15_altavista.xml,"painting crop, floor, paintbrush, frames occluded, person standing crop, wall, furniture occluded, pot"
105,artstudio---art_painting_studio_31_09_altavista.xml,"painting, wall, picture, person crop, easel occluded"
106,artstudio---art_painting_studio_31_14_altavista.xml,"window, sculpture, table occluded, picture occluded, chair occluded, wall, table crop, picture, picture back, clock occluded, picture crop"
107,artstudio---art_painting_studio_32_17_altavista.xml,"ladder, floor, ceiling, painting, wall, person"
108,artstudio---art_painting_studio_39_06_altavista.xml,"floor, person sitting crop, flask crop, board, flask, table occluded, painting, wall, table crop, mug, paintbrushes"
109,artstudio---art_painting_studio_43_06_altavista.xml,"jar, floor, closet crop, paintbrush, can, bench, table occluded, paper, person sitting occluded, staircase, bottle, wall, picture, person sitting crop, person occluded"
110,artstudio---art_painting_studio_43_20_altavista.xml,"mirror, floor, book, table, paintbrush, person sitting, painting, wall, glass"
111,artstudio---art_painting_studio_47_02_altavista.xml,"floor, ceiling, painting occluded, lamp, painting, window occluded, wall, person crop, person occluded, easel occluded"
112,artstudio---art_painting_studio_51_15_altavista.xml,"paper rolls, floor, ceiling, table, chair crop, painting, door, shelves, wall, picture, person occluded, roll, box"
113,artstudio---art_studio_01_01_altavista.xml,"floor, easel, picture occluded, wall, picture, frame crop"
114,artstudio---ateliers_11_09_altavista.xml,"jar, floor, table, paper, chair occluded, shelves, wall, person crop"
115,artstudio---estudio_de_pintor_02_07_altavista.xml,"floor, person sitting, furniture, chair, painting, wall, picture crop, easel occluded"
116,artstudio---famous_painters_studio_01_12_altavista.xml,"cap, floor, hat, easel crop, drawing, person sitting occluded, chair occluded, wall, person crop, screen occluded"
117,artstudio---homeoff006.xml,"floor, ceiling, window, table, easel, sofa, plant, vase, painting, shelves, wall, auxiliary table"
118,artstudio---int12.xml,"curtain, stool crop, ceiling, stool, window, boxs, textil loom, floor, bascket, lamp, cushion, wall, loom"
119,artstudio---modern_art_studio_50_11_altavista.xml,"floor, ceiling, boxs, table, tins, table occluded, pot occluded, chair occluded, wall, table crop, tin, pot, column"
120,artstudio---painters_studio_03_18_altavista.xml,"jar, floor, window, table, painting, wall, picture, paintbrushes, person occluded, door occluded"
121,artstudio---painters_studio_08_03_altavista.xml,"floor, ceiling, person standing, furniture, loft, staircase, trestle crop, shelves, wall, chair occluded, trestle occluded, person occluded"
122,artstudio---painters_studio_13_13_altavista.xml,"jar, floor, stool, paint brush, table occluded, pot occluded, wall, picture, person crop, pot, person occluded"
123,artstudio---painters_studio_18_10_altavista.xml,"painting, floor, wall"
124,artstudio---painters_studio_19_05_altavista.xml,"pictures, table, wall, picture, pictures occluded"
125,artstudio---painters_studio_29_02_altavista.xml,"window, easel crop, painting, wall, easel occluded"
126,artstudio---painters_studio_31_18_altavista.xml,"ceiling, window, person crop"
127,artstudio---painters_studio_32_20_altavista.xml,"floor, person standing, wall, steps, picture, picture crop"
128,artstudio---painters_studio_41_20_altavista.xml,"floor, drawing, table occluded, picture occluded, painting, wall, person crop, person occluded, easel occluded"
129,auditorium---3_10_08auditorium2_1__7.xml,"ceiling, window, light, seats, door, wall"
130,auditorium---4875_amphitheatre_5_1__11.xml,"floor, ceiling, podium, seats, door, steps, wall"
131,auditorium---auditorium_000356.xml,"floor, ceiling, podium, plant, seats, door, wall"
132,auditorium---auditorium_560_43.xml,"curtain, floor, ceiling, spotlight, person sitting, grand piano, door, seats, wall, person sitting occluded, staircase, person occluded"
133,bakery---144215_Delicious_bakery_0.xml,"French bread, cakes, bread rolls, bulletin board, shelves, wall, person occluded, showcase, loaf, loaf occluded"
134,bakery---bakery.xml,"floor, ceiling, loafs, counter, lamp, bulletin board, wall, shelves, brand name, pies, showcase, loaf, pie"
135,bakery---bakery34.xml,"French bread, ceiling, loafs, shelf, board, machine, lamp, bulletin board, shelves, wall, basket, showcase, loaf"
136,bakery---bakery_01_16_yahoo.xml,"French bread, floo, cake, bread roll, bread rolls, croissants, price, cookies, wall, person crop, French breads, croissant, showcase, loaf, loaf occluded"
137,bakery---bakery_01_17_yahoo.xml,"tray occluded, cakes, tray, shop window, loaf, pie"
138,bakery---bakery_02_03_altavista.xml,"floor, cake occluded, cakes, cake, can, counter, bulletin board, tray, price, tin, showcase"
139,bakery---bakery_02_20_yahoo.xml,"floor, ceiling, counter occluded, light, lamp, cookies, bottles, bulletin board, shelves, T-shirt, person crop, tray, basket, bottle, wall, showcase occluded, showcase"
140,bakery---bakery_04_03_altavista.xml,"floor, ceiling, cake, person standing, machine, lamp, wall, showcase"
141,bakery---bakery_06_11_altavista.xml,"showcase, cake"
142,bakery---bakery_07_10_yahoo.xml,"bread roll occluded, cake, bread roll, tray, price, basket, showcase, bread rolls"
143,bakery---bakery_07_18_yahoo.xml,"pizza, tray occluded, cakes, croissants, bread roll, shelves, tray, wall, croissant, sign, bread rolls"
144,bakery---bakery_09_11_yahoo.xml,"calculator occluded, cash register, text, cakes, cake, boxs, cookie, trays, showcase, cash register occluded, shelves, tray, person crop, boxs occluded, bag, bags, telephone"
145,bakery---bakery_11_14_yahoo.xml,"cakes, cake, personoccluded, tray, shop window, price, wall, bag, person occluded, showcase, bread rolls"
146,bakery---bakery_14_17_yahoo.xml,"cake crop, text, showcase, cake"
147,bakery---bakery_16_12_yahoo.xml,"cakes, cake, lamp, wall, shop window, person crop, tin"
148,bakery---bakery_17_17_yahoo.xml,"French bread, loafs, price, French breads, showcase, loaf"
149,bakery---bakery_19_10_yahoo.xml,"French bread, ceiling, cake, flask crop, flask occluded, lamp, shelves, counter crop, wall, price, basket, person occluded, showcase, bread rolls"
150,bakery---bakery_21_02_yahoo.xml,"cake, flowers crop, paper, cookies, chocolate box, vase crop, showcase"
151,bakery---bakery_21_08_yahoo.xml,"muffin, cakes, cake, muffins, cupboards, window occluded, wall, showcase, sandwich, door occluded"
152,bakery---bakery_23_06_yahoo.xml,"French bread, floor, cakes, cake, counter, orange, t-shirt, cookies, shelves, T-shirt, person crop, display stand, candys, wall, person occluded, showcase, box"
153,bakery---bakery_23_13_yahoo.xml,"loaves, French bread, text, ceiling, cookie, lamp, shelves, wall, loaf, box"
154,bakery---bakery_25_11_yahoo.xml,"French bread, floor, loafs, window, counter, bread roll, counter occluded, wall, person crop, French breads, basket, bag, person occluded, loaf, bread rolls"
155,bakery---bakery_32_04_yahoo.xml,"cookies, tray, sponge cake, pastry, showcase"
156,bakery---bakery_51_21_yahoo.xml,"text, bread roll, oven, wall, tray, person crop, bread rolls"
157,bakery---best_bakery_01_04_altavista.xml,"French bread, floor, cake, furniture, plant, chair crop, shelves, wall, person crop, person occluded, photo"
158,bakery---best_bakery_02_06_altavista.xml,"cash register, ceiling, cakes, sandwichs, cake, lamp, bottles, wall, person occluded, showcase, box"
159,bakery---best_bakery_02_07_altavista.xml,"cakes, cashregister, counter, lamp, bottles, wall, shelves, person occluded, showcase, shelf, door occluded"
160,bakery---best_bakery_08_01_altavista.xml,"floor, ceiling, window, loafs, cake, cakes, table, loaf, chair crop, lamp, cookies, wall, table crop, double door occluded, showcase, shelf"
161,bakery---best_bakery_10_17_altavista.xml,"tray occluded, floor, cakes, cake, tray, sign, showcase, bread rolls"
162,bakery---best_bakery_12_16_altavista.xml,"floor, ceiling, flowers decoration, cakes, cake, flowers, wall, stand, fridge, showcase crop, candies, showcase occluded, showcase"
163,bakery---boulangerie_01_05_yahoo.xml,"french bread, price, loaf bread, shelves, wall, French breads, basket, person occluded, showcase, loaf"
164,bakery---boulangerie_01_06_yahoo.xml,"cut slices machine, paper bags, countertop, loaf, shelves, wall, basket, sign, french bread"
165,bakery---boulangerie_04_12_altavista.xml,"French bread, text, ceiling, paper roll, price, loaf, lamp, wall, arch, showcase, shelf"
166,bakery---boulangerie_06_16_yahoo.xml,"French bread, cake, bread roll, paper, price, showcase, loaf, bread rolls"
167,bakery---boulangerie_10_10_yahoo.xml,"ceiling, loafs, table, lamp, wall, tray, person occluded, loaf"
168,bakery---boulangerie_12_13_yahoo.xml,"French bread, loafs, cakes, cake, counter, bread roll, wall, showcase, loaf, bread rolls"
169,bakery---boulangerie_13_20_yahoo.xml,"French bread, package, text, ceiling, loafs, cakes, floor, clock, lamp, door, bottle, bottles, clothes, person crop, wall, person occluded, showcase, loaf"
170,bakery---boulangerie_14_21_yahoo.xml,"jar, lam, text, ceiling, floor, counter, person standing, bascket, door crop, lamp, bulletin board, wall, person crop, purse, bag, person occluded, jar occluded, showcase"
171,bakery---boulangerie_16_09_yahoo.xml,"jar, cookie, cookies, tray, jar occluded, showcase"
172,bakery---boulangerie_17_17_yahoo.xml,"French bread, bread roll, cookies, price, showcase, loaf, bread rolls"
173,bakery---boulangerie_19_13_yahoo.xml,"floor, text, cakes, trays, cake, person walking, cookies, wall, shop window, person occluded, showcase, door occluded"
174,bakery---boulangerie_24_19_altavista.xml,"ceiling, cakes, cake, bottle, wall, showcase, shelf, box"
175,bakery---boulangerie_30_11_altavista.xml,"floor, shelves, tray, person crop, staircase, wall, plank, bread rolls"
176,bakery---boulangerie_32_16_yahoo.xml,"French bread, text, ceiling, floor, cakes, cake, counter, tins, lamp, bulletin board, shelves, wall, tin, showcase"
177,bakery---boulangerie_38_18_altavista.xml,"floor, loafs, cashregister, counter, paper, wall, shef, showcase, french bread"
178,bakery---boulangerie_48_07_yahoo.xml,"floor, window, cakes, cake, counter occluded, person standing, machine, lamp, cupboard, bottles, wall, keyboard occluded, basket, basket cro, person occluded, candies, shelf"
179,bakery---new_bakery_34_18_altavista.xml,"floor, ceiling, loafs, lamp, plant, wall, person occluded, showcase, plant pot crop"
180,bakery---panaderia_07_02_yahoo.xml,"floor, ceiling, cakes, cake, cashregister, counter, person standing, lamp, shelves, wall, person occluded, showcase, french bread"
181,bakery---panaderia_15_06_yahoo.xml,"floor, ceiling, loafs, trays, person standing, wall, trays occluded"
182,bakery---panaderia_18_11_yahoo.xml,"tray occluded, loafs, lamp crop, boxs, packs, cash register crop, lamp, cookies, scales, bottle, shelves, bottles, wall, tin, basket occluded, person occluded, showcase, loaf"
183,bakery---panaderia_20_21_yahoo.xml,"person crop, arch, column, window, door, floor, ceiling, lamp crop, cookie, table, muffins, bread roll, cookies, lamp, wall, tray, shelves, croissant, person occluded"
184,bakery---panaderia_36_07_yahoo.xml,"counter, fridger occluded, person standing crop, wall, stand, bottle, biscuits box, person occluded, sign, showcase, cartons"
185,bakery---panaderia_37_09_yahoo.xml,"tray occluded, floor, cakes, cake, shelves, tray, wall, trays occluded"
186,bakery---panaderia_49_01_altavista.xml,"floor, ceiling, trays, saucepan, table, radio, lamp, wall, person crop, basket, person occluded, bread rolls"
187,bakery---panaderia_49_08_yahoo.xml,"floor, cakes, cake, bread roll, dish, cookies, showcase, person, bread rolls"
188,bakery---panaderia_49_21_yahoo.xml,"tray occluded, ceiling, window, cakes, bread roll, shelves, tray, wall, sponge cake, bread rolls"
189,bakery---panetteria_10_10_altavista.xml,"floor, window, wall, shelves, showcase, french bread"
190,bakery---The_12_Bakery.xml,"mirror, cake, bulletin board, shelves, wall, showcase"
191,bar---bar_0001.xml,"stool crop, ceiling, decoration, bar, paper, lamp, beer machine, bottle, wall, mug, shelf"
192,bar---bar_0006.xml,"wine rack, floor, ceiling, bar, chair crop, chair, lamp, bottles, chair occluded, bottle, table crop, wall, glass, showcase"
193,bar---bar_0011.xml,"decoration, bar, botlle, bottles, bottle, wall, billboard, picture, glasses, person crop, person occluded, showcase, shelf"
194,bar---bar_0016.xml,"floor, ceiling, bar, chair crop, chair, beer machine, bottles, chair occluded, wall, showcase"
195,bar---bar_0021.xml,"ceiling, ashtray, bar, lamp, beer machine, person sitting occluded, chair occluded, wall, billboard, picture, bottle, glass, exit sign, person occluded, head deer, sink"
196,bar---bar_0025.xml,"floor, ceiling, screen, counter, bar, lamp, cupboard, bottles, wall, slot machines, column"
197,bar---bar_0026.xml,"furniture, bottles, bottle, bottles occluded, calculator, ashtray"
198,bar---bar_0031.xml,"bottle occluded, bottle, shelves"
199,bar---bar_0036.xml,"mirror, floor, stool, ceiling, bar, plant, lamp, vase, stool occluded, bottles, wall"
200,bar---bar_0038.xml,"stool crop, flag, ceiling, floor, screen, bar, lamp, bottles, stool occluded, shelves, wall, glasses"
201,bar---bar_0041.xml,"ceiling, bar, furniture, cocktail shaker, bottle, wall, arch, glass, person occluded"
202,bar---bar_0046.xml,"text, ceiling, stool, window, bar, newspaper, beer machine, door, bottle, wall, picture, showcase, column"
203,bar---bar_0051.xml,"bottle, glasses, glass, person occluded, shelf, botte, bottle crop"
204,bar---bar_0054.xml,"floor, ceiling, stool, bar, lamp, bottles, bulletin board, wall, bottle"
205,bar---bar_0056.xml,"mirror, ceiling, bar, lamp, chair, handrail, person sitting occluded, chair occluded, wall, picture, person sitting crop, person occluded"
206,bar---bar_0061.xml,"floor, ceiling, stool, tv, table, bar, lamp, billard table crop, stool occluded, wall, fridge, picture"
207,bar---bar_0063.xml,"mirror, stool crop, ceiling, stool, floor, bar, table occluded, lamp, bottles, stool occluded, wall, table crop"
208,bar---bar_0066.xml,"cash register, ceiling, tv, bar, chair, billboard"
209,bar---bar_0081.xml,"glasses occluded, mirror, person occludedd, ceiling, floor, person standing, bar, dish, person sitting occluded, wall, tray, glass, person occluded"
210,bar---bar_0086.xml,"glass, bottle occluded, bottle, wall"
211,bar---bar_0101.xml,"cash register, floor, bar, handrail, window occluded, wall, bottle, glasses, glass, ashtray"
212,bar---bar_0106.xml,"stool, ceiling, bar, wall, billboard, stools"
213,bar---bar_0116.xml,"mug occluded, bar, beer machine, cupboard, mugs, wall, mug, person occluded"
214,bar---bar_0118.xml,"dishcloth, bar, lamp, pot occluded, bottle, shelves, wall, mug, person occluded, barrel, box"
215,bar---bar_0126.xml,"bar, chair crop, bottles, chair occluded, bottle, shelves, picture, billboard, wall"
216,bar---bar_0130.xml,"stool crop, ceiling, bar, lamp, bottle, shelves, ice bucket, wall, person occluded, bottle crop"
217,bar---bar_0131.xml,"ceililng, floor, window, table, bar, table occluded, chair crop, lamp, wall, showcase, column"
218,bar---bar_0132.xml,"stool crop, floor, screen, bar, person sitting occluded, stool occluded, shelves, wall, bottles, staircase, glass, person occluded, door occluded"
219,bar---bar_0136.xml,"ceiling, sofa crop, table, bar, lamp, chair, chair occluded, wall, picture, chairs"
220,bar---bar_0141.xml,"text, ceiling, bar, monitor, slot machine, picture, billboard"
